spam,v2,v2clean,v2_clean,spam_clean,spam_clean_encoded
0,Anytime lor...,Anytime lor,anytime lor,anytime lor,"[486, 24]"
1,Do you want a new Video handset? 750 any time any network mins? UNLIMITED TEXT? Camcorder? Reply or Call now 08000930705 for del Sat AM,Do you want a new Video handset 750 any time any network mins UNLIMITED TEXT Camcorder Reply or Call now 08000930705 for del Sat AM,do you want a new video handset 750 any time any network mins unlimited text camcorder reply or call now 08000930705 for del sat am,want new video handset 750 time network min unlimited text camcorder reply 08000930705 del sit,"[14, 34, 250, 1, 437, 16, 233, 78, 546, 18, 502, 25, 471, 715, 163]"
0,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng,Purity of friendship between two is not about smiling after reading the forwarded messageIts about smiling just by seeing the name Gud evng,purity of friendship between two is not about smiling after reading the forwarded messageits about smiling just by seeing the name gud evng,purity friendship smile read forward messageit smile gud evng,"[1, 364, 101, 297, 489, 1, 101, 131, 1]"
1,"Ur balance is now å£600. Next question: Complete the landmark, Big, A. Bob, B. Barry or C. Ben ?. Text A, B or C to 83738. Good luck!",Ur balance is now å600 Next question Complete the landmark Big A Bob B Barry or C Ben  Text A B or C to 83738 Good luck,ur balance is now å600 next question complete the landmark big a bob b barry or c ben  text a b or c to 83738 good luck,ur balance å600 question complete landmark big bob b barry c ben   text b c 83738 good luck,"[4, 1, 1, 229, 626, 1, 169, 1, 110, 1, 81, 1, 18, 110, 81, 1, 11, 653]"
0,Me fine..absolutly fine,Me fineabsolutly fine,me fineabsolutly fine,fineabsolutly fine,"[1, 155]"
0,K and you're sure I don't have to have consent forms to do it :V,K and you're sure I don't have to have consent forms to do it V,k and you're sure i don't have to have consent forms to do it v,k sure consent form v,"[98, 99, 1, 1, 132]"
1,Ur TONEXS subscription has been renewed and you have been charged å£4.50. You can choose 10 more polys this month. www.clubzed.co.uk *BILLING MSG*,Ur TONEXS subscription has been renewed and you have been charged å450 You can choose 10 more polys this month wwwclubzedcouk BILLING MSG,ur tonexs subscription has been renewed and you have been charged å450 you can choose 10 more polys this month wwwclubzedcouk billing msg,ur tonexs subscription renew charge å450 choose 10 poly month wwwclubzedcouk billing msg,"[4, 1, 1, 1, 208, 1, 383, 492, 324, 172, 1, 1, 70]"
1,"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy",If you don't your prize will go to another customer TC at wwwtcbiz 18 150pmin Polo Ltd Suite 373 London W1J 6HL Please call back if busy,if you don't your prize will go to another customer tc at wwwtcbiz 18 150pmin polo ltd suite 373 london w1j 6hl please call back if busy,prize customer tc wwwtcbiz 18 150pmin polo ltd suite 373 london w1j 6hl busy,"[68, 117, 274, 1, 177, 1, 1, 509, 1, 1, 1, 1, 1, 411]"
0,How much is torch in 9ja.,How much is torch in 9ja,how much is torch in 9ja,torch 9ja,"[1, 1]"
0,"Doing nothing, then u not having dinner w us?",Doing nothing then u not having dinner w us,doing nothing then u not having dinner w us,u dinner w,"[2, 216, 608]"
0,How are you. Just checking up on you,How are you Just checking up on you,how are you just checking up on you,check,[129]
0,Done it but internet connection v slow and canÛ÷t send it. Will try again later or first thing tomo.,Done it but internet connection v slow and canÛt send it Will try again later or first thing tomo,done it but internet connection v slow and canût send it will try again later or first thing tomo,internet connection v slow canût send try later thing tomo,"[1, 969, 132, 589, 1, 12, 49, 36, 54, 451]"
0,Mathews or tait or edwards or anderson,Mathews or tait or edwards or anderson,mathews or tait or edwards or anderson,mathews tait edwards anderson,"[1, 1, 1, 1]"
0,yeah sure thing mate haunt got all my stuff sorted but im going sound anyway promoting hex for .by the way who is this? dont know number. Joke,yeah sure thing mate haunt got all my stuff sorted but im going sound anyway promoting hex for by the way who is this dont know number Joke,yeah sure thing mate haunt got all my stuff sorted but im going sound anyway promoting hex for by the way who is this dont know number joke,yeah sure thing mate haunt stuff sort m sound promote hex way know number joke,"[76, 99, 54, 280, 1, 154, 458, 63, 287, 1, 1, 65, 7, 61, 464]"
0,No need lar i go engin? Cos my sis at arts today...,No need lar i go engin Cos my sis at arts today,no need lar i go engin cos my sis at arts today,need lar engin cos sis art today,"[21, 196, 1, 91, 457, 1, 29]"
0,Thanks honey but still haven't heard anything I will leave it a bit longer so not 2 crowd him and will try later - great advice thanks hope cardiff is still there!,Thanks honey but still haven't heard anything I will leave it a bit longer so not 2 crowd him and will try later  great advice thanks hope cardiff is still there,thanks honey but still haven't heard anything i will leave it a bit longer so not 2 crowd him and will try later  great advice thanks hope cardiff is still there,thanks honey hear leave bit long 2 crowd try later   great advice thank hope cardiff,"[1, 1, 175, 51, 166, 142, 3, 1, 49, 36, 48, 1, 66, 44, 1]"
1,Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 8000930705,Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow With 200 FREE minutes to any mobile  100 FREE text  FREE camcorder Reply or Call 8000930705,do you want a new nokia 3510i colour phone delivered tomorrow with 200 free minutes to any mobile  100 free text  free camcorder reply or call 8000930705,want new nokia 3510i colour phone deliver tomorrow 200 free minute mobile   100 free text   free camcorder reply 8000930705,"[14, 34, 100, 1, 341, 33, 831, 73, 1, 10, 137, 31, 448, 10, 18, 10, 502, 25, 1]"
0,", im .. On the snowboarding trip. I was wondering if your planning to get everyone together befor we go..a meet and greet kind of affair? Cheers, ", im  On the snowboarding trip I was wondering if your planning to get everyone together befor we goa meet and greet kind of affair Cheers ,im  on the snowboarding trip i was wondering if your planning to get everyone together befor we goa meet and greet kind of affair cheers,m   snowboarding trip wonder planning befor goa meet greet kind affair cheer,"[63, 1, 346, 338, 1, 1, 1, 50, 1, 494, 1, 614]"
0,S.i'm watching it in live..,Si'm watching it in live,si'm watching it in live,si'm watch live,"[1, 104, 130]"
0,"see you then, we're all christmassy here!",see you then we're all christmassy here,see you then we're all christmassy here,christmassy,[1]
0,"K I'm ready,  &lt;#&gt; ?",K I'm ready  ltgt ,k i'm ready  ltgt,k ready   ltgt,"[98, 185, 9]"
0,"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!",Do you know why god created gap between your fingers So that One who is made for you comes amp fills those gaps by holding your hand with LOVE,do you know why god created gap between your fingers so that one who is made for you comes amp fills those gaps by holding your hand with love,know god create gap finger come amp fill gap hold hand love,"[7, 188, 1, 746, 898, 5, 82, 648, 746, 354, 350, 17]"
0,The greatest test of courage on earth is to bear defeat without losing heart....gn tc,The greatest test of courage on earth is to bear defeat without losing heartgn tc,the greatest test of courage on earth is to bear defeat without losing heartgn tc,great test courage earth bear defeat lose heartgn tc,"[48, 306, 1, 1, 1, 1, 186, 1, 274]"
0,what are your new years plans?,what are your new years plans,what are your new years plans,new year plan,"[34, 90, 123]"
1,RECPT 1/3. You have ordered a Ringtone. Your order is being processed...,RECPT 13 You have ordered a Ringtone Your order is being processed,recpt 13 you have ordered a ringtone your order is being processed,recpt 13 order ringtone order process,"[1, 1, 317, 258, 317, 1]"
0,Baaaaaaaabe! Wake up ! I miss you ! I crave you! I need you!,Baaaaaaaabe Wake up  I miss you  I crave you I need you,baaaaaaaabe wake up  i miss you  i crave you i need you,baaaaaaaabe wake   miss   crave need,"[1, 179, 42, 615, 21]"
0,"Only just got this message, not ignoring you. Yes, i was. Shopping that is",Only just got this message not ignoring you Yes i was Shopping that is,only just got this message not ignoring you yes i was shopping that is,message ignore yes shop,"[60, 1, 75, 204]"
0,Dear :-/ why you mood off. I cant drive so i brother to drive,Dear  why you mood off I cant drive so i brother to drive,dear  why you mood off i cant drive so i brother to drive,dear   mood drive brother drive,"[53, 932, 195, 392, 195]"
0,When did dad get back.,When did dad get back,when did dad get back,dad,[273]
0,"Can you tell Shola to please go to college of medicine and visit the academic department, tell the academic secretary what the current situation is and ask if she can transfer there. She should ask someone to check Sagamu for the same thing and lautech. Its vital she completes her medical education in Nigeria. Its less expensive much less expensive. Unless she will be getting citizen rates in new zealand.",Can you tell Shola to please go to college of medicine and visit the academic department tell the academic secretary what the current situation is and ask if she can transfer there She should ask someone to check Sagamu for the same thing and lautech Its vital she completes her medical education in Nigeria Its less expensive much less expensive Unless she will be getting citizen rates in new zealand,can you tell shola to please go to college of medicine and visit the academic department tell the academic secretary what the current situation is and ask if she can transfer there she should ask someone to check sagamu for the same thing and lautech its vital she completes her medical education in nigeria its less expensive much less expensive unless she will be getting citizen rates in new zealand,tell shola college medicine visit academic department tell academic secretary current situation ask transfer ask check sagamu thing lautech vital complete medical education nigeria expensive expensive citizen rate new zealand,"[19, 1, 513, 1, 495, 1, 1, 19, 1, 1, 1, 709, 38, 1, 38, 129, 1, 54, 1, 1, 626, 921, 1, 853, 1, 1, 1, 246, 34, 1]"
0,Yes just finished watching days of our lives. I love it.,Yes just finished watching days of our lives I love it,yes just finished watching days of our lives i love it,yes finish watch day life love,"[75, 106, 104, 15, 84, 17]"
0,Juz go google n search 4 qet...,Juz go google n search 4 qet,juz go google n search 4 qet,juz google n search 4 qet,"[315, 1, 32, 360, 6, 1]"
0,Many times we lose our best ones bcoz we are ,Many times we lose our best ones bcoz we are ,many times we lose our best ones bcoz we are,time lose good bcoz,"[16, 186, 11, 723]"
0,"Good FRIENDS CaRE for each Other.. CLoSE Friends UNDERSTaND each Other... and TRUE Friends STaY forever beyond words, beyond time. Gud ni8",Good FRIENDS CaRE for each Other CLoSE Friends UNDERSTaND each Other and TRUE Friends STaY forever beyond words beyond time Gud ni8,good friends care for each other close friends understand each other and true friends stay forever beyond words beyond time gud ni8,good friend care close friend understand true friend stay forever word time gud ni8,"[11, 62, 97, 303, 62, 531, 321, 62, 222, 769, 122, 16, 131, 624]"
0,Just getting back home,Just getting back home,just getting back home,home,[23]
0,"Sorry, I'll call later  &lt;#&gt; mins",Sorry I'll call later  ltgt mins,sorry i'll call later  ltgt mins,sorry later   ltgt min,"[28, 36, 9, 78]"
0,Dun need to use dial up juz open da browser n surf...,Dun need to use dial up juz open da browser n surf,dun need to use dial up juz open da browser n surf,dun need use dial juz open da browser n surf,"[125, 21, 158, 1, 315, 431, 39, 1, 32, 1]"
1,As one of our registered subscribers u can enter the draw 4 a 100 G.B. gift voucher by replying with ENTER. To unsubscribe text STOP,As one of our registered subscribers u can enter the draw 4 a 100 GB gift voucher by replying with ENTER To unsubscribe text STOP,as one of our registered subscribers u can enter the draw 4 a 100 gb gift voucher by replying with enter to unsubscribe text stop,register subscriber u enter draw 4 100 gb gift voucher reply enter unsubscribe text stop,"[677, 1, 2, 316, 167, 6, 448, 999, 289, 205, 25, 316, 418, 18, 26]"
0,"Awesome, plan to get here any time after like  &lt;#&gt; , I'll text you details in a wee bit",Awesome plan to get here any time after like  ltgt  I'll text you details in a wee bit,awesome plan to get here any time after like  ltgt  i'll text you details in a wee bit,awesome plan time like   ltgt   text detail wee bit,"[415, 123, 16, 13, 9, 18, 299, 1, 166]"
0,Take care and sleep well.you need to learn to change in life.you only need to get CONVINCED on that.i will wait but no more conversations between us.GET CONVINCED by that time.Your family is over for you in many senses.respect them but not overemphasise.or u have no role in my life.,Take care and sleep wellyou need to learn to change in lifeyou only need to get CONVINCED on thati will wait but no more conversations between usGET CONVINCED by that timeYour family is over for you in many sensesrespect them but not overemphasiseor u have no role in my life,take care and sleep wellyou need to learn to change in lifeyou only need to get convinced on thati will wait but no more conversations between usget convinced by that timeyour family is over for you in many sensesrespect them but not overemphasiseor u have no role in my life,care sleep wellyou need learn change lifeyou need convince thati wait conversation usget convince timeyour family sensesrespect overemphasiseor u role life,"[97, 83, 1, 21, 850, 235, 1, 21, 1, 1, 52, 1, 1, 1, 1, 387, 1, 1, 2, 1, 84]"
1,"For your chance to WIN a FREE Bluetooth Headset then simply reply back with \ADP\""""",For your chance to WIN a FREE Bluetooth Headset then simply reply back with ADP,for your chance to win a free bluetooth headset then simply reply back with adp,chance win free bluetooth headset simply reply adp,"[183, 30, 10, 797, 1, 1, 25, 1]"
0,You also didnt get na hi hi hi hi hi,You also didnt get na hi hi hi hi hi,you also didnt get na hi hi hi hi hi,na hi hi hi hi hi,"[757, 40, 40, 40, 40, 40]"
0,Ya but it cant display internal subs so i gotta extract them,Ya but it cant display internal subs so i gotta extract them,ya but it cant display internal subs so i gotta extract them,ya display internal sub extract,"[124, 1, 1, 594, 1]"
0,If i said anything wrong sorry de:-),If i said anything wrong sorry de,if i said anything wrong sorry de,wrong sorry de,"[563, 28, 310]"
0,Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.,Sad story of a Man  Last week was my b'day My Wife did'nt wish me My Parents forgot n so did my Kids  I went to work Even my Colleagues did not wish,sad story of a man  last week was my b'day my wife did'nt wish me my parents forgot n so did my kids  i went to work even my colleagues did not wish,sad story man   week b'day wife did'nt wish parent forget n kid   work colleague wish,"[390, 379, 128, 35, 712, 368, 1, 102, 461, 160, 32, 557, 37, 841, 102]"
0,How stupid to say that i challenge god.You dont think at all on what i write instead you respond immed.,How stupid to say that i challenge godYou dont think at all on what i write instead you respond immed,how stupid to say that i challenge godyou dont think at all on what i write instead you respond immed,stupid challenge godyou think write instead respond immed,"[728, 1, 1, 20, 656, 1, 894, 1]"
0,"Yeah I should be able to, I'll text you when I'm ready to meet up",Yeah I should be able to I'll text you when I'm ready to meet up,yeah i should be able to i'll text you when i'm ready to meet up,yeah able text ready meet,"[76, 307, 18, 185, 50]"
0,V skint too but fancied few bevies.waz gona go meet &othrs in spoon but jst bin watchng planet earth&sofa is v comfey; If i dont make it hav gd night,V skint too but fancied few bevieswaz gona go meet othrs in spoon but jst bin watchng planet earthsofa is v comfey If i dont make it hav gd night,v skint too but fancied few bevieswaz gona go meet othrs in spoon but jst bin watchng planet earthsofa is v comfey if i dont make it hav gd night,v skint fancy bevieswaz gona meet othrs spoon jst bin watchng planet earthsofa v comfey hav gd night,"[132, 1, 433, 1, 1, 50, 1, 1, 1, 1, 1, 1, 1, 132, 1, 308, 498, 45]"
0," says that he's quitting at least5times a day so i wudn't take much notice of that. Nah, she didn't mind. Are you gonna see him again? Do you want to come to taunton tonight? U can tell me all about !", says that he's quitting at least5times a day so i wudn't take much notice of that Nah she didn't mind Are you gonna see him again Do you want to come to taunton tonight U can tell me all about ,says that he's quitting at least5times a day so i wudn't take much notice of that nah she didn't mind are you gonna see him again do you want to come to taunton tonight u can tell me all about,quit least5time day wudn't notice nah mind want come taunton tonight u tell,"[1, 1, 15, 1, 995, 700, 189, 14, 5, 1, 115, 2, 19]"
0,"When you get free, call me",When you get free call me,when you get free call me,free,[10]
0,How have your little darlings been so far this week? Need a coffee run tomo?Can't believe it's that time of week already Û_,How have your little darlings been so far this week Need a coffee run tomoCan't believe it's that time of week already Û,how have your little darlings been so far this week need a coffee run tomocan't believe it's that time of week already û,little darling far week need coffee run tomocan't believe time week û,"[269, 1, 487, 35, 21, 980, 202, 1, 398, 16, 35, 560]"
0,Ok i msg u b4 i leave my house.,Ok i msg u b4 i leave my house,ok i msg u b4 i leave my house,ok msg u b4 leave house,"[8, 70, 2, 561, 51, 212]"
0,Still at west coast... Haiz... ÌÏ'll take forever to come back...,Still at west coast Haiz ÌÏ'll take forever to come back,still at west coast haiz ìï'll take forever to come back,west coast haiz ìï'll forever come,"[1, 1, 1, 1, 769, 5]"
0,MMM ... Fuck .... Merry Christmas to me,MMM  Fuck  Merry Christmas to me,mmm  fuck  merry christmas to me,mmm   fuck   merry christmas,"[1, 240, 791, 632]"
0,alright. Thanks for the advice. Enjoy your night out. I'ma try to get some sleep...,alright Thanks for the advice Enjoy your night out I'ma try to get some sleep,alright thanks for the advice enjoy your night out i'ma try to get some sleep,alright thank advice enjoy night try sleep,"[342, 66, 1, 171, 45, 49, 83]"
0,Update your face book status frequently :),Update your face book status frequently ,update your face book status frequently,update face book status frequently,"[327, 279, 200, 1, 1]"
0,Just now saw your message.it k da:),Just now saw your messageit k da,just now saw your messageit k da,messageit k da,"[1, 98, 39]"
0,Was it something u ate?,Was it something u ate,was it something u ate,u eat,"[2, 127]"
0,So what did the bank say about the money?,So what did the bank say about the money,so what did the bank say about the money,bank money,"[455, 121]"
0,Aiyar dun disturb u liao... Thk u have lots 2 do aft ur cupboard come...,Aiyar dun disturb u liao Thk u have lots 2 do aft ur cupboard come,aiyar dun disturb u liao thk u have lots 2 do aft ur cupboard come,aiyar dun disturb u liao thk u lot 2 aft ur cupboard come,"[1, 125, 681, 2, 221, 144, 2, 136, 3, 410, 4, 1, 5]"
0,Hey they r not watching movie tonight so i'll prob b home early...,Hey they r not watching movie tonight so i'll prob b home early,hey they r not watching movie tonight so i'll prob b home early,hey r watch movie tonight prob b home early,"[56, 27, 104, 288, 115, 453, 110, 23, 149]"
0,Yar lor... How u noe? U used dat route too?,Yar lor How u noe U used dat route too,yar lor how u noe u used dat route too,yar lor u noe u dat route,"[597, 24, 2, 400, 2, 182, 1]"
0,2mro i am not coming to gym machan. Goodnight.,2mro i am not coming to gym machan Goodnight,2mro i am not coming to gym machan goodnight,2mro come gym machan goodnight,"[1, 5, 640, 1, 877]"
0,Dont think you need yellow card for uk travel. Ask someone that has gone before. If you do its just  &lt;#&gt; bucks,Dont think you need yellow card for uk travel Ask someone that has gone before If you do its just  ltgt bucks,dont think you need yellow card for uk travel ask someone that has gone before if you do its just  ltgt bucks,think need yellow card uk travel ask   ltgt buck,"[20, 21, 1, 438, 343, 917, 38, 9, 968]"
0,Can u look 4 me in da lib i got stuff havent finish yet.,Can u look 4 me in da lib i got stuff havent finish yet,can u look 4 me in da lib i got stuff havent finish yet,u look 4 da lib stuff finish,"[2, 96, 6, 39, 1, 154, 106]"
0,Sounds great! Im going to sleep now. Have a good night!,Sounds great Im going to sleep now Have a good night,sounds great im going to sleep now have a good night,sound great m sleep good night,"[287, 48, 63, 83, 11, 45]"
1,Don't b floppy... b snappy & happy! Only gay chat service with photo upload call 08718730666 (10p/min). 2 stop our texts call 08712460324,Don't b floppy b snappy  happy Only gay chat service with photo upload call 08718730666 10pmin 2 stop our texts call 08712460324,don't b floppy b snappy  happy only gay chat service with photo upload call 08718730666 10pmin 2 stop our texts call 08712460324,b floppy b snappy   happy gay chat service photo upload 08718730666 10pmin 2 stop text 08712460324,"[110, 1, 110, 1, 59, 823, 118, 87, 647, 1, 1, 756, 3, 26, 18, 1]"
0,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?",HouseMaid is the murderer coz the man was murdered on  ltgt th January As public holiday all govtinstituitions are closedincluding post officeunderstand,housemaid is the murderer coz the man was murdered on  ltgt th january as public holiday all govtinstituitions are closedincluding post officeunderstand,housemaid murderer coz man murder   ltgt th january public holiday govtinstituition closedinclude post officeunderstand,"[1, 1, 417, 128, 605, 9, 522, 1, 1, 168, 1, 1, 298, 1]"
0,How come u got nothing to do?,How come u got nothing to do,how come u got nothing to do,come u,"[5, 2]"
0,Nothing will ever be easy. But don't be looking for a reason not to take a risk on life and love,Nothing will ever be easy But don't be looking for a reason not to take a risk on life and love,nothing will ever be easy but don't be looking for a reason not to take a risk on life and love,easy look reason risk life love,"[223, 96, 441, 1, 84, 17]"
0,i want to grasp your pretty booty :),i want to grasp your pretty booty ,i want to grasp your pretty booty,want grasp pretty booty,"[14, 1, 526, 1]"
0,I've got it down to a tea. not sure which flavour,I've got it down to a tea not sure which flavour,i've got it down to a tea not sure which flavour,tea sure flavour,"[1, 99, 1]"
0,I'm going 2 orchard now laready me reaching soon. U reaching?,I'm going 2 orchard now laready me reaching soon U reaching,i'm going 2 orchard now laready me reaching soon u reaching,2 orchard laready reach soon u reach,"[3, 675, 1, 139, 112, 2, 139]"
0,Dear i am not denying your words please,Dear i am not denying your words please,dear i am not denying your words please,dear deny word,"[53, 1, 122]"
0,You know my old Dom I told you about yesterday ? His name is Roger? He got in touch with me last night and wants me to meet him today at 2 pm,You know my old Dom I told you about yesterday  His name is Roger He got in touch with me last night and wants me to meet him today at 2 pm,you know my old dom i told you about yesterday  his name is roger he got in touch with me last night and wants me to meet him today at 2 pm,know old dom tell yesterday   roger touch night want meet today 2 pm,"[7, 395, 1, 19, 344, 1, 399, 45, 14, 50, 29, 3, 332]"
0,COME BACK TO TAMPA FFFFUUUUUUU,COME BACK TO TAMPA FFFFUUUUUUU,come back to tampa ffffuuuuuuu,come tampa ffffuuuuuuu,"[5, 819, 1]"
0,"2 celebrate my båÕday, y else?",2 celebrate my båÕday y else,2 celebrate my båõday y else,2 celebrate båõday y,"[3, 1, 1, 176]"
0,Merry christmas to u too annie!,Merry christmas to u too annie,merry christmas to u too annie,merry christmas u annie,"[791, 632, 2, 1]"
0,Please tell me you have some of that special stock you were talking about,Please tell me you have some of that special stock you were talking about,please tell me you have some of that special stock you were talking about,tell special stock talk,"[19, 174, 1, 114]"
0,I sent them. Do you like?,I sent them Do you like,i sent them do you like,send like,"[12, 13]"
1,"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or å£1000. To claim txt DIS to 87121 18+6*å£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ",Urgent UR awarded a complimentary trip to EuroDisinc Trav AcoEntry41 Or å1000 To claim txt DIS to 87121 186å150moreFrmMob ShrAcomOrSglSuplt10 LS1 3AJ,urgent ur awarded a complimentary trip to eurodisinc trav acoentry41 or å1000 to claim txt dis to 87121 186å150morefrmmob shracomorsglsuplt10 ls1 3aj,urgent ur award complimentary trip eurodisinc trav acoentry41 å1000 claim txt dis 87121 186å150morefrmmob shracomorsglsuplt10 ls1 3aj,"[109, 4, 107, 619, 346, 1, 1, 1, 218, 46, 22, 267, 1, 1, 1, 1, 1]"
0,"Awesome, be there in a minute",Awesome be there in a minute,awesome be there in a minute,awesome minute,"[415, 137]"
0,"And that is the problem. You walk around in \julianaland\"" oblivious to what is going on around you. I say the same things constantly and they go in one ear and out the other while you go off doing whatever you want to do. It's not that you don't know why I'm upset--it's that you don't listen when i tell you WHAT is going to upset me. Then you want to be surprised when I'm mad.""",And that is the problem You walk around in julianaland oblivious to what is going on around you I say the same things constantly and they go in one ear and out the other while you go off doing whatever you want to do It's not that you don't know why I'm upsetit's that you don't listen when i tell you WHAT is going to upset me Then you want to be surprised when I'm mad,and that is the problem you walk around in julianaland oblivious to what is going on around you i say the same things constantly and they go in one ear and out the other while you go off doing whatever you want to do it's not that you don't know why i'm upsetit's that you don't listen when i tell you what is going to upset me then you want to be surprised when i'm mad,problem walk julianaland oblivious thing constantly ear want know upsetit listen tell upset want surprised mad,"[187, 270, 1, 1, 54, 1, 1, 14, 7, 1, 442, 19, 1, 14, 1, 1]"
0,I've told you everything will stop. Just dont let her get dehydrated.,I've told you everything will stop Just dont let her get dehydrated,i've told you everything will stop just dont let her get dehydrated,tell stop let dehydrate,"[19, 26, 74, 1]"
0,Or I guess  &lt;#&gt;  min,Or I guess  ltgt  min,or i guess  ltgt  min,guess   ltgt   min,"[181, 9, 78]"
0,I'm home. Ard wat time will u reach?,I'm home Ard wat time will u reach,i'm home ard wat time will u reach,home ard wat time u reach,"[23, 370, 57, 16, 2, 139]"
0,"Storming msg: Wen u lift d phne, u say \HELLO\"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? \""Margaret Hello\"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person",Storming msg Wen u lift d phne u say HELLO Do u knw wt is d real meaning of HELLO    It's d name of a girl    Yes And u knw who is dat girl Margaret Hello She is d girlfrnd f Grahmbell who invnted telphone     MoralOne can 4get d name of a person,storming msg wen u lift d phne u say hello do u knw wt is d real meaning of hello    it's d name of a girl    yes and u knw who is dat girl margaret hello she is d girlfrnd f grahmbell who invnted telphone     moralone can 4get d name of a person,storm msg wen u lift d phne u hello u knw wt d real meaning hello     d girl     yes u knw dat girl margaret hello d girlfrnd f grahmbell invnte telphone      moralone 4get d person,"[1, 70, 330, 2, 780, 41, 1, 2, 146, 2, 459, 1, 41, 209, 1, 146, 41, 140, 75, 2, 459, 182, 140, 1, 146, 41, 1, 828, 1, 1, 1, 1, 1, 41, 147]"
0,"If you want to mapquest it or something look up \usf dogwood drive\""",If you want to mapquest it or something look up usf dogwood drive,if you want to mapquest it or something look up usf dogwood drive,want mapquest look usf dogwood drive,"[14, 1, 96, 661, 1, 195]"
0,Aight should I just plan to come up later tonight?,Aight should I just plan to come up later tonight,aight should i just plan to come up later tonight,aight plan come later tonight,"[236, 123, 5, 36, 115]"
0,Die... I accidentally deleted e msg i suppose 2 put in e sim archive. Haiz... I so sad...,Die I accidentally deleted e msg i suppose 2 put in e sim archive Haiz I so sad,die i accidentally deleted e msg i suppose 2 put in e sim archive haiz i so sad,die accidentally delete e msg suppose 2 e sim archive haiz sad,"[416, 1, 1, 79, 70, 552, 3, 79, 729, 1, 1, 390]"
1,"Welcome to UK-mobile-date this msg is FREE giving you free calling to 08719839835. Future mgs billed at 150p daily. To cancel send \go stop\"" to 89123""",Welcome to UKmobiledate this msg is FREE giving you free calling to 08719839835 Future mgs billed at 150p daily To cancel send go stop to 89123,welcome to ukmobiledate this msg is free giving you free calling to 08719839835 future mgs billed at 150p daily to cancel send go stop to 89123,welcome ukmobiledate msg free free 08719839835 future mgs bill 150p daily cancel send stop 89123,"[493, 1, 70, 10, 10, 1, 903, 1, 515, 357, 1, 696, 12, 26, 1]"
0,This is wishing you a great day. Moji told me about your offer and as always i was speechless. You offer so easily to go to great lengths on my behalf and its stunning. My exam is next friday. After that i will keep in touch more. Sorry.,This is wishing you a great day Moji told me about your offer and as always i was speechless You offer so easily to go to great lengths on my behalf and its stunning My exam is next friday After that i will keep in touch more Sorry,this is wishing you a great day moji told me about your offer and as always i was speechless you offer so easily to go to great lengths on my behalf and its stunning my exam is next friday after that i will keep in touch more sorry,wish great day moji tell offer speechless offer easily great length behalf stunning exam friday touch sorry,"[102, 48, 15, 1, 19, 152, 1, 152, 1, 48, 1, 1, 1, 484, 508, 399, 28]"
0,"Thanks again for your reply today. When is ur visa coming in. And r u still buying the gucci and bags. My sister things are not easy, uncle john also has his own bills so i really need to think about how to make my own money. Later sha.",Thanks again for your reply today When is ur visa coming in And r u still buying the gucci and bags My sister things are not easy uncle john also has his own bills so i really need to think about how to make my own money Later sha,thanks again for your reply today when is ur visa coming in and r u still buying the gucci and bags my sister things are not easy uncle john also has his own bills so i really need to think about how to make my own money later sha,thank reply today ur visa come r u buy gucci bag sister thing easy uncle john bill need think money later sha,"[66, 25, 29, 4, 1, 5, 27, 2, 88, 1, 915, 439, 54, 223, 477, 658, 515, 21, 20, 121, 36, 1]"
0,"Sorry I flaked last night, shit's seriously goin down with my roommate, what you up to tonight?",Sorry I flaked last night shit's seriously goin down with my roommate what you up to tonight,sorry i flaked last night shit's seriously goin down with my roommate what you up to tonight,sorry flake night shit seriously goin roommate tonight,"[28, 1, 45, 214, 765, 388, 851, 115]"
0,He said i look pretty wif long hair wat. But i thk he's cutting quite short 4 me leh.,He said i look pretty wif long hair wat But i thk he's cutting quite short 4 me leh,he said i look pretty wif long hair wat but i thk he's cutting quite short 4 me leh,look pretty wif long hair wat thk cut short 4 leh,"[96, 526, 291, 142, 329, 57, 144, 474, 567, 6, 277]"
0,Ranjith cal drpd Deeraj and deepak 5min hold,Ranjith cal drpd Deeraj and deepak 5min hold,ranjith cal drpd deeraj and deepak 5min hold,ranjith cal drpd deeraj deepak 5min hold,"[1, 1, 1, 1, 1, 1, 354]"
